,...1,ID,case_name,url,cite,dock_raw,docket,summary,jurisdiction,court,case_date,plt,plt_typ,def,def_typ,judge,outcome,outcome_notes,agy,location,statute,species,AIM,TON,OOC,cites,appeals,ej_count,ej_keywords,science,experts,dr_phd,deference,climate_count,climate_keywords,housing_count,housing_keywords,cercla_flag,further_notes,ton_mc1,ton_mc2,ooc_mc1,ooc_mc2,judge_clean,First_Name,Middle,Last_Name,Middle_Initial,n.x,nid,jid,Last.Name,First.Name,Middle.Name,Suffix,Birth.Month,Birth.Day,Birth.Year,Birth.City,Birth.State,Death.Month,Death.Day,Death.Year,Death.City,Death.State,Gender,Race.or.Ethnicity,Court.Type..1.,Court.Name..1.,Appointment.Title..1.,Appointing.President..1.,Party.of.Appointing.President..1.,Reappointing.President..1.,Party.of.Reappointing.President..1.,ABA.Rating..1.,Seat.ID..1.,Statute.Authorizing.New.Seat..1.,Recess.Appointment.Date..1.,Nomination.Date..1.,School..1.,Degree..1.,Degree.Year..1.,School..2.,Degree..2.,Degree.Year..2.,School..3.,Degree..3.,Degree.Year..3.,School..4.,Degree..4.,Degree.Year..4.,School..5.,Degree..5.,Degree.Year..5.,Professional.Career,Other.Nominations.Recess.Appointments,X,party.affiliation.of.president,president.name,court.type,court.name,state,nomination.date.senate.executive.journal,dime.cid,dime.cfscore,imputed.dime.cfscore,jcs.score.dw,jcs.cfscore.cf,pres.dw,pres.dime.cfscore,senscore.dw,senscore.dime.cfscore,state.delegation.dw,state.delegation.dime.cfscore,use.pres,both.sen.opp,unified,birth.year,gender,race.or.ethnicity,aba.rating,law.school,employment.text.field,exit.year,enter.year,jd.rank,degree.type,clerked.for.con,clerked.for.lib,nconts,jud.chair.dw,overimputed.dime.cfscore,court.name1,enter.year1,exit.year1,court.name2,enter.year2,exit.year2,court.name3,enter.year3,exit.year3,exit.yearr,exit.year1r,exit.year2r,circuit,circuit2,circuit3,Middle.Initial,n.y,first_dist,middle_dist,last_dist,total_dist,matched,magistrate,notes
531,4197,2017-2017-willia-004,Williams v. Pac. Gas & Elec. Co.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5MVG-K5R1-F04C-T11P-00000-00&context=1516831&sourcegroupingtype=G,2017 U.S. Dist. LEXIS 19499,EDCV 16-678-DMG-KK,16-00678,none,U.S. Federal,United States District Court for the Central District of California,2/10/17,daniel s. williams%andrea williams,individual,pacific gas and electric company pg and e,industry,kenly kiya kato,plaintiff,none,none,california,sdwa,none,violations of sdwa,clean water,releases of pollutants,0,no,3,discrimination,0,none,0,no,0,none,0,none,0,none,Landscapes,Freshwater,waste & pollution,Production,kenly kiya kato,kenly,kiya,kato,k,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
546,4258,2016-2016-miller-001,Miller v. Pac. Gas & Elec. Co.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5KCH-XNV1-F04C-T4M9-00000-00&context=1516831&sourcegroupingtype=G,2016 U.S. Dist. LEXIS 101349,Case No. EDCV 16-697-GHK (KK),16-00697,none,U.S. Federal,United States District Court for the Central District of California,8/2/16,robert miller%donna learmont,individual,pacific gas and electric company,industry,kenly kiya kato,defendant,none,none,california,sdwa,none,clean up toxic chemicals,clean water%toxic waste,aquifers,0,yes,8,equal protection%discrimination%protected class,0,none,1,no,0,none,0,none,0,Citizen suit provision,Landscapes%Anthropogenic,Freshwater%Hazardous Substance,conservation,Construction-Water Infrastructure,kenly kiya kato,kenly,kiya,kato,k,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
605,4883,2016-2016-ramire-001,Ramirez v. Pac. Gas & Elec. Co.,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5KCH-XNV1-F04C-T4KY-00000-00&context=1516831&sourcegroupingtype=G,2016 U.S. Dist. LEXIS 101426,Case No. EDCV 16-680-GHK (KK),16-00680,none,U.S. Federal,United States District Court for the Central District of California,8/2/16,john ramirez%marta ramirez,individual,pacific gas and electric company%does 1 through 10,individual%industry,kenly kiya kato,defendant,none,none,california,sdwa,none,stop violations,water%pollution,failure to remove hexavalent chromium from hinkley's aquifers,0,yes,0,none,0,none,1,no,0,none,0,none,0,none,Landscapes%Anthropogenic,Freshwater%Hazardous Substance,waste & pollution,Production,kenly kiya kato,kenly,kiya,kato,k,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
639,5222,2017-2017-urbina-001,Urbina v. Pac. Gas,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5MW3-V0J1-F04C-T17J-00000-00&context=1516831&sourcegroupingtype=G,2017 U.S. Dist. LEXIS 20093,CV 16-2699-DMG-KK,16-02699,none,U.S. Federal,United States District Court for the Central District of California,2/13/17,oscar urbina,individual,pacific gas and electric company pg,industry,kenly kiya kato,plaintiff,none,none,california,sdwa,none,cleanup aquifiers and wells,toxic waste management,uranium and arsenic poisoning,0,no,1,discrimination,0,none,0,no,0,none,0,none,0,none,Anthropogenic,Hazardous Substance,waste & pollution,Production,kenly kiya kato,kenly,kiya,kato,k,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
431,3365,1998-1998-sierra-001,Sierra Club v. Clifford,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3TW9-PWP0-0038-Y3WS-00000-00&context=1516831&sourcegroupingtype=G,1998 U.S. Dist. LEXIS 16031,"CIVIL ACTION NUMBER: 96-0527 Section: ""S"" (1)",96-00527,"Environmental groups failed to establish that EPA failed to perform any nondiscretionary duty or unreasonably delayed any action that the Clean Water Act obligated it to take, but EPA was to file a schedule for preparing total maximum daily loads.",U.S. Federal,United States District Court for the Eastern District of Louisiana,6/16/98,sierra club%louisiana environmental action network,ngo,"gerald cliffors%carol m. browner%united states environmental protection agency%u.s. environmental protection agency, region vi",fed,kenneth m. murichson,mixed,on different counts plaintiff's motions were granted and on other counts defendants' motions were granted,epa,louisiana,cwa%cwa%caa%rcra,none,stop water pollution,water%toxic waste disposal,cwa violation,2,yes,0,none,5,"professor kenneth m. murchison, law professor, louisiana state university",3,no,0,none,0,none,0,none,Landscapes%Anthropogenic,Freshwater%Hazardous Substance,waste & pollution,Production%Regulations/Policy,kenneth m. murichson,kenneth,m.,murichson,m,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"""special master,"" not judge"
344,2650,2013-0986-united-001,United States v. GE,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5B0G-3W31-F04D-D16Y-00000-00&context=1516831&sourcegroupingtype=G,986 F. Supp. 2d 79,Civil Action Nos. 99-30225-MAP%99-30226-MAP%99-30227-MAP,99-30225%99-30226%99-30227,none,U.S. Federal,United States District Court for the District of Massachusetts,12/5/13,united states of america%state of connecticut%commonwealth of massachusetts,fed%state,general electric company,industry,kenneth p. neiman,mixed,none,none,massachusetts,cercla%rcra,none,recover costs,river,pollution in housatonic river,1,no,0,none,7,none,0,no,0,none,0,none,1,none,Landscapes,Freshwater,waste & pollution,Production,kenneth p. neiman,kenneth,p.,neiman,p,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
114,884,2000-2000-manhei-001,Manheimer v. Fuchs,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:409C-YTJ0-0038-Y2B9-00000-00&context=1516831&sourcegroupingtype=G,2000 U.S. Dist. LEXIS 6691,99 Civ. 1766 (LMM)(KNF),99-01766,"On default judgment in legal malpractice case, proper measure of damages was the amount plaintiffs would have received if their underlying claim was successful, plus prejudgment interest.",U.S. Federal,United States District Court for the Southern District of New York,5/17/00,beverly manheimer%harvey manheimer,individual,jonathan n. fuchs,individual,kevin nathaniel fox,plaintiff,none,none,new york,cercla,none,recover damages,hazardous waste,cercla clean up costs,1,no,0,none,0,none,0,no,0,none,0,none,1,none,Anthropogenic,Hazardous Substance,waste & pollution,Cost and Liability,kevin nathaniel fox,kevin,nathaniel,fox,n,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
60,449,2015-2015-frontx-001,Front Range Equine Rescue v. Vilsack,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5K25-CYD1-F04D-X0N3-00000-00&context=1516831&sourcegroupingtype=G,2015 U.S. Dist. LEXIS 178713,Civ. No. 13-639 MCA/KK,13-00639,Magistrate judge recommended that intervenor-defendants' motion to recover injunction bond and motion to recover Fed. R. Civ. P. 65(c) security bond be denied because no extant ruling established that the TRO wrongfully restrained them and plaintiffs litigated in good faith and raised legitimate environmental concerns having a high public interest.,U.S. Federal,United States District Court for the District of New Mexico,11/12/15,front range equine rescue%the humane society of the united states%marin humane society%horses for life foundation%return to freedom%ramona cordova%krystle smith%cassie gross%deborah trahan%barbara sink%chief david bald eagle%chief arvol looking horse%tanya littlewolf%roxanne talltree-douglas%sandy schaefer%foundation to protect new mexico wildlife%state of new mexico,ngo%individual%state,"department of agriculture%responsible transportation, l.l.c.%confederated tribes and bands of the yakama nation%rains natural meats%international equine business association%new mexico cattlegrowers' association%south dakota stockgrowers association%ranchers-cattlemen action%legal fund united stockgrowers of america%marcy britton%bill and jan wood%leroy and shirley wetz%doug and judy johnson, kujyukuri, ltd.%united horsemen%scenic view ranch",fed%industry%individual%tribe%ngo,kirtan khalsa,plaintiff,none,none,new mexico,nepa,horse,motion to recover bonds,ag-fauna%horses%meat industry,allowing commercial horse slaughter,1,yes,2,tribe,0,none,0,no,0,none,0,none,0,none,Biosphere,Fauna,conservation,Regulations/Policy,kirtan khalsa,kirtan,,khalsa,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
294,2284,"2018-2018-cnsp,x-001","CNSP, Inc. v. United States Forest Serv.",https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5T6J-YKW1-FFFC-B08V-00000-00&context=1516831&sourcegroupingtype=G,2018 U.S. Dist. LEXIS 151906,Civ. No. 17-814 MV/KK,17-00814,none,U.S. Federal,United States District Court for the District of New Mexico,9/6/18,"cnsp, inc.",industry,united states forest service%thomas tidwell%james melonas,fed,kirtan khalsa,defendant,lack of subject-matter jurisdiction,fs,new mexico,nepa,none,challenge decision,forest,denial of telecommunication facility,1,yes,0,none,0,none,0,no,0,none,0,none,0,none,Biosphere,Flora,conservation,Construction-General,kirtan khalsa,kirtan,,khalsa,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
313,2423,1996-0929-united-003,United States v. City of Aberdeen,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-HMS0-006F-P4BP-00000-00&context=1516831&sourcegroupingtype=G,929 F. Supp. 989,CIVIL ACTION NO. 1:94CV304-S-D,94-00304,"Government's complaint to recover costs of environmental clean up of hazardous waste site was timely. Taking photographs of site to determine if site restoration was completed was last act of removal process, and suit was filed within three years.",U.S. Federal,"United States District Court for the Northern District of Mississippi, Eastern Division",6/19/96,united states%environmental protection agency,fed,city of aberdeen%vertac chemical corporation%mississippi department of environmental quality,local%industry%state,l. t. senterm jr.,plaintiff,none,epa,mississippi,cercla,none,recover costs,hazardous waste,cercla clean up costs,8,yes,0,none,0,none,0,no,0,none,0,none,1,none,Anthropogenic,Hazardous Substance,waste & pollution,Cost and Liability,l. t. senterm,l.,t.,senterm,t,1,1387591,2143,senter,lyonel,thomas,Jr.,7,30,1933,Fulton,MS,5,18,2011,Tupelo,MS,Male,White,U.S. District Court,U.S. District Court for the Northern District of Mississippi,Judge,Jimmy Carter,Democratic,,,Qualified,MSND0204, ,,10/11/79,National Judicial College,, ,Mississippi Southern College (now University of Southern Mississippi),B.S.,1956,University of Mississippi School of Law,LL.B.,1959,,,NA,,,NA,"Private practice, Aberdeen, Mississippi, 1959-1968; County prosecutor, Monroe County, Mississippi, 1960-1963; Judge, Mississippi Circuit Court, First Judicial District, 1968-1979; Member, Judicial Conference of the United States, 1986-1989",,1784,Democratic,Jimmy Carter,USDC,"U. S. District Court, Northern District of Mississippi",MS,10/11/79,NA,NA,-0.02,-0.0095,0.588,-0.521,-0.27,-0.0095,0.588,0.056,0.549,0,0,0,1933,M,White,Qualified,University of Mississippi School of Law,"Private practice, Aberdeen, Mississippi, 1959-1968<BR>County prosecutor, Monroe County, Mississippi, 1960-1963<BR>Commissioner, U.S. District Court, Northern District of Mississippi, 1966-1968<BR>Judge, Mississippi Circuit Court, First Judicial District, 1968-1979",1998,1979,6,B.S.,0,0,0,-0.451,NA,,NA,3000,,NA,3000,NA,NA,NA,1998,NA,NA,"U. S. District Court, Northern District of Mississippi",,NA,t,NA,NA,NA,NA,NA,1,0,
280,2195,1997-1997-united-033,"United States v. Conagra, Inc.",https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3RWW-9XR0-0038-Y0H7-00000-00&context=1516831&sourcegroupingtype=G,1997 U.S. Dist. LEXIS 21401,Case No. CV 96-0134-S-LMB,96-00134,Amount of civil penalties per violation that the United States was able to enforce under the permittee's CWA NPDES permit was limited to the amount listed in the permit because it did not provide for CWA statutory changes that increased the amount.,U.S. Federal,United States District Court for the District of Idaho,12/31/97,united states,fed,conagra inc.,industry,larry m. boyle,mixed,none,epa,idaho,cwa,none,enforce permit,creek,pollution permit violations,4,no,0,none,3,"dr. gail b. coad, none, industrial economics, inc.%brian harrington, none, metcalf and eddy",12,no,0,none,0,none,0,none,Landscapes,Freshwater,waste & pollution,Production,larry m. boyle,larry,m.,boyle,m,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
373,2966,2010-2010-wildea-002-a,Wildearth Guardians & W. Watersheds Project v. Salazar,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5YFW-GWC1-JFKM-64DX-00000-00&context=1516831&sourcegroupingtype=G,2010 U.S. Dist. LEXIS 158560,Case No. CV 08-508-EJL-LMB,08-00508,none,U.S. Federal,United States District Court for the District of Idaho,3/9/10,wildearth guardians%western watersheds project,ngo,kenneth salazar%united states department of the interior,fed,larry m. boyle,mixed,none,fws,idaho,esa,columbian sharp-tailed grouse,protection of species,fauna,status of grouse as an endangered species,1,no,0,none,2,none,0,no,0,none,0,none,0,none,Biosphere,Fauna,conservation,Flora/Fauna/Ecosystems,larry m. boyle,larry,m.,boyle,m,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
471,3664,1995-0900-idahox-001,Idaho Farm Bureau Fed'n v. Babbitt,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:3S4N-D350-001T-545D-00000-00&context=1516831&sourcegroupingtype=G,900 F. Supp. 1349,Case No. 93-0267-S-LMB,93-00267,Farmers' groups seeking to remove certain species of mollusks from endangered and threatened species lists did not have standing to contest their listing because the farmers' groups' interest in the listing was purely economic.,U.S. Federal,United States District Court for the District of Idaho,8/31/95,idaho farm bureau federation%american farm bureau federation,ngo_o,u.s. fish & wildlife service%department of the interior%idaho conservation league%idaho rivers united%the committee for idaho's high desert,fed%ngo,larry m. boyle,defendant,"plaintiffs lacked standing because their interest was purely economic, no interest in the species themselves",fws,idaho,esa,snake river mollusk,delist species,fauna,endangered status of mollusks,4,no,0,none,11,"dr. c. michael falter, professor, university of idaho%dr. richard konopacky, none, none%dr. terrence frest, none, none%dr. peter bowler, none, none",18,no,0,none,0,none,0,none,Biosphere,Fauna,conservation,Flora/Fauna/Ecosystems,larry m. boyle,larry,m.,boyle,m,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
442,3462,2003-0285-physic-001,Physicians Comm. for Responsible Med. v. Horinko,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:49CT-MWV0-0038-Y3HB-00000-00&context=1516831&sourcegroupingtype=G,285 F. Supp. 2d 430,No. 02 Civ. 7049 (LTS)(KNF),02-07049,The EPA did not establish or utilize an advisory committee under the Federal Advisory Committee Act in developing a voluntary testing program of certain chemicals where it did not manage or exert control over the discussions with those groups.,U.S. Federal,United States District Court for the Southern District of New York,8/25/03,physicians committee for responsible medicine%people for the ethical treatment of animals%american anti-vivisection society%alternatives research & development foundation%rosa naparstek%scott mishler%john gentry,ngo%individual,united states environmental protection agency,fed,laura taylor,defendant,none,epa,none,tsca,none,stop testing program,toxic chemicals%fauna,high production volume chemicals%animal testing,2,yes,0,none,0,none,0,no,0,none,0,none,0,none,Biosphere%Anthropogenic,Fauna%Hazardous Substance,waste & pollution%conservation,Production%Flora/Fauna/Ecosystems,laura taylor,laura,,taylor,NA,1,1391251,2883,swain,laura,taylor, ,NA,NA,1958,Brooklyn,NY,NA,NA,NA, , ,Female,African American,U.S. District Court,U.S. District Court for the Southern District of New York,Judge,William J. Clinton,Democratic,,,Qualified,NYSD2802, ,,4/25/00,Radcliffe College,A.B.,1979,Harvard Law School,J.D.,1982,,,,,,NA,,,NA,"Law clerk, Hon. Constance Baker Motley, U.S. District Court, Southern District of New York, 1982-1983; Private practice, 1982-1996; Member, New York State Board of Law Examiners, 1986-1996",,699,Democratic,William J. Clinton,USDC,"U. S. District Court, Southern District of New York",NY,4/25/00,80503609764,-0.776,-0.776,-0.31,-0.494,-0.452,-0.79,-0.31,-0.494,-0.147,-0.271,0,0,0,1958,F,African American,Qualified,Harvard Law School,"Law clerk, Hon. Constance Baker Motley, U.S. District Court, Southern District of New York, 1982-1983<BR>Private practice, 1982-1996<BR>Member, New York State Board of Law Examiners, 1986-1996",NA,2000,1,A.B.,0,1,1,0.383,-0.985979793,,NA,3000,,NA,3000,NA,NA,NA,NA,NA,NA,"U. S. District Court, Southern District of New York",,NA,t,NA,NA,NA,NA,NA,1,0,
497,3919,2020-2020-jarose-002,Jarose v. Cty. of Humboldt,https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:60DY-91X1-FGRY-B2MX-00000-00&context=1516831&sourcegroupingtype=G,2020 U.S. Dist. LEXIS 130556,Case No. 18-cv-07383-SBA (LB),18-07383,none,U.S. Federal,"United States District Court for the Northern District of California, San Francisco Division",7/23/20,pamela jarose,individual,county of humboldt,local,laurel beeler,mixed,none,none,california,cercla,none,grant the motion to strike,water,cleaning up hazardous waste,0,no,0,none,6,none,6,no,0,none,0,none,1,none,Landscapes,Freshwater,waste & pollution,Waste Management,laurel beeler,laurel,,beeler,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,
261,2064,2019-2019-united-060,"United States v. Stabl, Inc.",https://advance.lexis.com/api/document?collection=cases&id=urn:contentItem:5X5H-C6D1-JFSV-G2X8-00000-00&context=1516831&sourcegroupingtype=G,2019 U.S. Dist. LEXIS 168283,8:16CV233%8:16CV351,16-00233%16-00351,none,U.S. Federal,United States District Court for the District of Nebraska,9/30/19,united states%state of nebraska,fed%state,stabl inc%lant inc%leon johnson%ann johnson,industry%individual,laurie smith camp,mixed,plaintiff's and defendant's motion's denied,epa,nebraska,cwa,none,recover damages,clean water,fine payment,0,no,0,none,0,none,2,no,0,none,0,none,0,"epa originally brought the case in 2010, this is subsequent history",Landscapes,Freshwater,non-environmental,Non-environmental,laurie smith camp,laurie,smith,camp,s,1,1391311,2895,smith camp,laurie, , ,11,28,1953,Omaha,NE,9,23,2020,Omaha,NE,Female,White,U.S. District Court,U.S. District Court for the District of Nebraska,Judge,George W. Bush,Republican,,,Qualified,NED0304, ,,9/4/01,Stanford University,B.A.,1974,University of Nebraska College of Law,J.D.,1977,,,,,,NA,,,NA,"Associate general counsel, First National Bank & Trust Company, 1977-1978; Private practice, 1978-1980; General counsel, Nebraska Department of Correctional Services, 1980-1991; Assistant attorney general, State of Nebraska, 1991-2001; chief, Civil Rights Section, 1991-1995; chief deputy attorney general for criminal matters, 1995-2001","Nominated to U.S. District Court for the District of Nebraska, June 19, 2001; no Senate vote",644,Republican,George W. Bush,USDC,"U. S. District Court, District of Nebraska",NE,9/4/01,53180118666,1.149,1.149,0.342,0.752,0.724,0.86,0.342,0.752,0.234,0.541,0,0,1,1953,F,White,Qualified,University of Nebraska College of Law,"Associate general counsel, First National Bank & Trust Company, 1977-1978<BR>Private practice, 1978-1980<BR>General counsel, Nebraska Department of Correctional Services, 1980-1991<BR>Assistant attorney general, State of Nebraska, 1991-2001; chief, Civil Rights Section, 1991-1995; chief deputy attorney general for criminal matters, 1995-2001<BR><BR>Nominated to U.S. District Court for the District of Nebraska, June 19, 2001; no Senate vote",NA,2001,5,B.A.,0,0,1,-0.374,0.880068907,,NA,3000,,NA,3000,NA,NA,NA,NA,NA,NA,"U. S. District Court, District of Nebraska",,NA,NA,NA,NA,NA,NA,NA,1,0,
